SeqName	Length	Description	GO IDs
FAGR_UCONN_00256	94	KAH7570573.1hypothetical protein JRO89_XS05G0138300	GO:0050896;GO:0004722
FAGR_UCONN_00257	278	XP_023910581.1uncharacterized protein LOC112022240	
FAGR_UCONN_00258	155	KAH7544015.1hypothetical protein JRO89_XS15G0086600	GO:0009299;GO:0009416;GO:0005634
FAGR_UCONN_00259	190	XP_035546671.1uncharacterized protein LOC118348678	GO:0003676;GO:0008270
FAGR_UCONN_00260	100	YP_009941684.1NADH-plastoquinone oxidoreductase subunit 4L	GO:0019684;GO:0042773;GO:0016655;GO:0048038;GO:0009535
FAGR_UCONN_00261	182	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_00262	165	XP_028083283.1uncharacterized protein LOC114284540	GO:0005488;GO:0016787
FAGR_UCONN_00263	1187	KAE8725460.1putative serine/threonine-protein kinase WNK11	GO:0005975;GO:0006725;GO:0034641;GO:0043170;GO:0046483;GO:1901360;GO:1901564;GO:0000166;GO:0015925;GO:0016301;GO:0016491;GO:0016788;GO:0016874;GO:0046914;GO:0140096;GO:0009536
FAGR_UCONN_00264	1122	CAC95126.1gag-pol polyprotein	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00265	195	KAF3974167.1hypothetical protein CMV_002467	GO:0016020
FAGR_UCONN_00266	198	XP_050266452.1uncharacterized protein LOC126710119	
FAGR_UCONN_00267	133	KAH7860225.1hypothetical protein Vadar_010942	GO:0015074;GO:0003676;GO:0008270;GO:0016301;GO:0016491;GO:0016787
FAGR_UCONN_00268	1033	XP_050280139.1uncharacterized protein LOC126721157	
FAGR_UCONN_00269	226	XP_050260457.1uncharacterized protein LOC126705472	GO:0019408;GO:0016765;GO:0005783;GO:0016020;GO:1904423
FAGR_UCONN_00270	273	XP_023883520.1uncharacterized protein LOC111995813	GO:0071897;GO:0003676;GO:0034061
FAGR_UCONN_00271	239	XP_023909552.1uncharacterized protein LOC112021218	GO:0044238;GO:0071704
FAGR_UCONN_00272	1260	KAA8517060.1hypothetical protein F0562_017122	GO:0097159
FAGR_UCONN_00273	996	XP_038975729.1uncharacterized protein LOC120106748	GO:0015074;GO:0003676;GO:0008270;GO:0016779;GO:0016787
FAGR_UCONN_00274	323	"XP_042983356.1uncharacterized protein LOC122312767, partial"	
FAGR_UCONN_00275	498	XP_018846814.1ammonium transporter 1 member 1-like	GO:0072488;GO:0097272;GO:0008519;GO:0005886
FAGR_UCONN_00276	94	GFY97633.1hypothetical protein Acr_12g0001740	GO:0003676;GO:0008270
FAGR_UCONN_00277	125	"RDX91178.1hypothetical protein CR513_26870, partial"	GO:0006278;GO:0003676;GO:0003964;GO:0004523;GO:0008445;GO:0046872;GO:0016020
FAGR_UCONN_00278	930	XP_050248543.1pentatricopeptide repeat-containing protein At4g33170	GO:0009451;GO:0003723;GO:0008270
FAGR_UCONN_00279	167	XP_023872335.1UDP-glycosyltransferase 73C6-like	GO:0035251
FAGR_UCONN_00280	581	YP_009458689.1photosystem I P700 apoprotein A1	GO:0015979;GO:0022900;GO:0000287;GO:0009055;GO:0016168;GO:0051539;GO:0009522;GO:0009535
FAGR_UCONN_00281	92	KAE8075854.1hypothetical protein FH972_014541	
FAGR_UCONN_00282	1034	XP_038974777.1uncharacterized protein LOC120106013	GO:0015074;GO:0003676;GO:0008270;GO:0016740
FAGR_UCONN_00283	242	XP_030958525.1uncharacterized protein LOC115980417	GO:0016740
FAGR_UCONN_00284	354	KAE7999997.1hypothetical protein FH972_004369	GO:0016020
FAGR_UCONN_00285	1340	CAH9126139.1unnamed protein product	GO:0006278;GO:0015074;GO:0003676;GO:0003964;GO:0008270
FAGR_UCONN_00286	712	XP_030930092.1pentatricopeptide repeat-containing protein At3g58590	GO:0009451;GO:0003723
FAGR_UCONN_00287	130	POE57768.1hypothetical protein CFP56_14022	GO:0055085;GO:0005524;GO:0016887;GO:0140359;GO:0016020
FAGR_UCONN_00288	596	KAF3972226.1hypothetical protein CMV_004250	GO:0003729
FAGR_UCONN_00289	484	XP_010940856.1uncharacterized protein LOC105059301	GO:0006952;GO:0017148;GO:0035821;GO:0016787;GO:0030598;GO:0090729
FAGR_UCONN_00290	266	XP_023874548.1B3 domain-containing protein At1g05920-like	GO:0003677;GO:0005634
FAGR_UCONN_00291	570	KAE8679887.1hypothetical protein F3Y22_tig00111393pilonHSYRG00059	GO:0006725;GO:0034641;GO:0044238;GO:0046483;GO:1901360;GO:0000166;GO:0015925;GO:0016301;GO:0016491;GO:0016874;GO:0046914;GO:0009536
FAGR_UCONN_00292	228	KAF3945415.1hypothetical protein CMV_028207	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_00293	228	XP_020099529.1protein FAR-RED IMPAIRED RESPONSE 1-like	GO:0006355;GO:0008270;GO:0005634
FAGR_UCONN_00294	108	RVX07765.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00295	405	POE46511.1putative ribonuclease h protein	
FAGR_UCONN_00296	176	XP_050290218.1uncharacterized protein LOC126728442	
FAGR_UCONN_00297	208	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_00298	385	"XP_023899879.1glucan endo-1,3-beta-glucosidase 13-like"	GO:0005975;GO:0042973;GO:0016020
FAGR_UCONN_00299	285	RVW19280.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00300	94	KAF3958740.1hypothetical protein CMV_016382	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_00301	614	KAF3976198.1hypothetical protein CMV_000593	
FAGR_UCONN_00302	242	XP_050248623.1uncharacterized protein LOC126695870	GO:0006508;GO:0004190;GO:0043227
FAGR_UCONN_00303	542	XP_030934927.1inorganic phosphate transporter 1-4	GO:0006817;GO:0055085;GO:0005315;GO:0016020
FAGR_UCONN_00304	385	POF16651.1hypothetical protein CFP56_69302	
FAGR_UCONN_00305	228	KAG5547649.1hypothetical protein RHGRI_013370	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00306	94	XP_030928965.1uncharacterized protein LOC115955063	GO:0015074;GO:0003676;GO:0004523
FAGR_UCONN_00307	311	CAD1842334.1unnamed protein product	GO:0006259;GO:0016740
FAGR_UCONN_00308	331	RVW19280.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00309	548	RVW80634.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0003676;GO:0008270
FAGR_UCONN_00310	501	KAG5233045.1Integrase	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00311	178	"GAV83764.1UBN2 domain-containing protein, partial"	
FAGR_UCONN_00312	182	XP_030971764.1pathogenesis-related genes transcriptional activator PTI5-like	GO:0006355;GO:0009873;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_00313	353	XP_050246689.1long-chain-alcohol O-fatty-acyltransferase-like isoform X2	GO:0006629;GO:0008374;GO:0016020
FAGR_UCONN_00314	272	XP_050256649.1LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4	GO:0005488;GO:0016301
FAGR_UCONN_00315	512	XP_030938826.1UPF0481 protein At3g47200-like	GO:0016020
FAGR_UCONN_00316	361	KAF3960387.1hypothetical protein CMV_014896	
FAGR_UCONN_00317	111	XP_030967231.1uncharacterized protein LOC115987775	
FAGR_UCONN_00318	615	"XP_050276958.1pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial isoform X1"	GO:0009451;GO:0003723;GO:0008270
FAGR_UCONN_00319	1114	KAH9656877.1hypothetical protein KPL70_022847	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00320	241	XP_050251549.1dehydration-responsive element-binding protein 1B-like	GO:0006355;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_00321	182	XP_050870948.1uncharacterized mitochondrial protein AtMg00860-like	GO:0098869;GO:0004601;GO:0043227
FAGR_UCONN_00322	128	XP_016648475.1PREDICTED: uncharacterized protein LOC103326484	GO:0010073;GO:0048507
FAGR_UCONN_00323	813	"XP_023929629.1pentatricopeptide repeat-containing protein At1g05750, chloroplastic-like"	GO:0009451;GO:0003723
FAGR_UCONN_00324	666	KAG2411346.1hypothetical protein I3760_Q009300	
FAGR_UCONN_00325	360	XP_023895080.1uncharacterized protein LOC112006990	
FAGR_UCONN_00326	188	KZV33658.1Inositol transporter 4	GO:0006810
FAGR_UCONN_00327	709	KAG5524056.1hypothetical protein RHGRI_030902	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00328	141	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0015074;GO:0003676
FAGR_UCONN_00329	990	XP_050255333.1probable disease resistance protein At4g27220	
FAGR_UCONN_00330	1002	"XP_042979853.1uncharacterized protein LOC122310033, partial"	GO:0015074;GO:0003676
FAGR_UCONN_00331	171	XP_023914563.1uncharacterized protein LOC112026111	GO:0043227
FAGR_UCONN_00332	929	"GAV67225.1zf-CCHC domain-containing protein/rve domain-containing protein/RVT_2 domain-containing protein/gag_pre-integrs domain-containing protein/UBN2_2 domain-containing protein, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00333	176	XP_030966301.1nuclear transcription factor Y subunit C-2	GO:0006357;GO:0000978;GO:0000981;GO:0046982;GO:0005634
FAGR_UCONN_00334	268	RVX07765.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0005488
FAGR_UCONN_00335	161	"XP_030925743.1putative pentatricopeptide repeat-containing protein At5g06400, mitochondrial"	
FAGR_UCONN_00336	506	"XP_050287844.1phospholipase A1-Igamma1, chloroplastic-like"	GO:0006629
FAGR_UCONN_00337	134	"VVA39436.1PREDICTED: LOW QUALITY PROTEIN, partial"	GO:0015074;GO:0003676;GO:0004523;GO:0016779
FAGR_UCONN_00338	548	XP_030968638.1berberine bridge enzyme-like 8	GO:0016491;GO:0071949;GO:0016020
FAGR_UCONN_00339	198	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_00340	137	XP_023872915.112-oxophytodienoate reductase 3	GO:0009695;GO:0031408;GO:0010181;GO:0016629;GO:0005777
FAGR_UCONN_00341	731	KAF3959314.1hypothetical protein CMV_015862	GO:0048507
FAGR_UCONN_00342	126	XP_023920183.1uncharacterized protein LOC112031709	GO:0016020
FAGR_UCONN_00343	122	XP_023906148.1protein SRC2-like	GO:0006952
FAGR_UCONN_00344	171	TXG49740.1hypothetical protein EZV62_025615	GO:0044238;GO:0071704;GO:0005488
FAGR_UCONN_00345	218	PKI70610.1hypothetical protein CRG98_008984	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00346	152	XP_050267215.1probable carboxylesterase 2	GO:0016787
FAGR_UCONN_00347	151	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0015074;GO:0003676
FAGR_UCONN_00348	361	"XP_030931171.1stomatin-like protein 2, mitochondrial"	GO:0007005;GO:0005739;GO:0016020
FAGR_UCONN_00349	264	POE79179.1uncharacterized protein CFP56_39903	
FAGR_UCONN_00350	206	XP_050266506.1transcriptional regulator SUPERMAN	
FAGR_UCONN_00351	446	XP_050284594.1putative disease resistance protein RGA1	
FAGR_UCONN_00352	95	POE78722.1putative disease resistance rpp13-like protein 1	GO:0006952;GO:0051707;GO:0017018;GO:0043531
FAGR_UCONN_00353	252	XP_023900820.1uncharacterized protein LOC112012668	
FAGR_UCONN_00354	74	XP_017976409.1PREDICTED: pumilio homolog 15-like	GO:0009987;GO:0003676;GO:0110165
FAGR_UCONN_00355	668	XP_050290701.1L-type lectin-domain containing receptor kinase SIT2-like isoform X4	GO:0002229;GO:0007178;GO:0016310;GO:0042742;GO:0004675;GO:0005524;GO:0030246;GO:0005886
FAGR_UCONN_00356	166	KAF3975453.1hypothetical protein CMV_001298	GO:0016616
FAGR_UCONN_00357	858	XP_030969137.1putative disease resistance protein RGA3	GO:0006952;GO:0051707;GO:0043531
FAGR_UCONN_00358	127	KAJ0045462.1hypothetical protein Pint_04500	GO:0016020
FAGR_UCONN_00359	344	POE62671.1putative carboxylesterase 17	GO:0016787
FAGR_UCONN_00360	252	KAF3976274.1hypothetical protein CMV_000518	GO:0009451;GO:0003723;GO:0005886;GO:0043231
FAGR_UCONN_00361	203	"XP_020113283.1uncharacterized protein LOC109727552, partial"	
FAGR_UCONN_00362	334	XP_050250139.1caffeoylshikimate esterase-like	GO:0016298;GO:0016020
FAGR_UCONN_00363	228	XP_050259158.1NEP1-interacting protein-like 1	GO:0005525
FAGR_UCONN_00364	170	GAV65970.1zf-CCHC domain-containing protein/DUF4219 domain-containing protein/UBN2 domain-containing protein	GO:0003676;GO:0008270
FAGR_UCONN_00365	955	XP_052300990.1uncharacterized protein LOC127903816	
FAGR_UCONN_00366	1340	CAH9126139.1unnamed protein product	GO:0006278;GO:0015074;GO:0003676;GO:0003964;GO:0008270
FAGR_UCONN_00367	908	RVW23445.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00368	264	"PSS08272.1Endonuclease, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00369	528	XP_050278630.1organic cation/carnitine transporter 2-like	GO:0055085;GO:0022857;GO:0016020
FAGR_UCONN_00370	1096	XP_050248988.1uncharacterized protein LOC126696263	
FAGR_UCONN_00371	1379	KAA0036574.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0005488
FAGR_UCONN_00372	331	RVW19280.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00373	330	XP_031378322.1uncharacterized protein LOC116193713	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00374	712	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_00375	414	"XP_042974855.1uncharacterized protein LOC122306491, partial"	GO:0015074;GO:0003676
FAGR_UCONN_00376	332	XP_050241433.1uncharacterized protein LOC126690370	
FAGR_UCONN_00377	626	XP_050285616.1protein ETHYLENE INSENSITIVE 3-like	GO:0006355;GO:0009873;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_00378	137	KAF5444131.1hypothetical protein F2P56_036633	GO:0016020
FAGR_UCONN_00379	655	"XP_030958227.1pentatricopeptide repeat-containing protein At3g04750, mitochondrial"	GO:0009451;GO:0003723
FAGR_UCONN_00380	499	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_00381	1213	KAF3961445.1hypothetical protein CMV_013935	GO:0043170;GO:0044237;GO:0016740;GO:0097159
FAGR_UCONN_00382	810	XP_050264890.1putative pentatricopeptide repeat-containing protein At3g25970	GO:0009451;GO:0003723
FAGR_UCONN_00383	565	KAB1211304.1DELLA protein GAI	GO:0006355;GO:0009723;GO:0009737;GO:0009863;GO:0009867;GO:0009938;GO:0010187;GO:0042538;GO:2000033;GO:2000377;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_00384	457	XP_030970719.1putative F-box protein At1g71320	
FAGR_UCONN_00385	126	KAI5323313.1hypothetical protein L3X38_032385	GO:0003676;GO:0008270
FAGR_UCONN_00386	241	XP_030953159.1uncharacterized protein LOC115976137	GO:0016020
FAGR_UCONN_00387	87	XP_030931982.1uncharacterized protein LOC115957792	
FAGR_UCONN_00388	449	XP_023886623.1uncharacterized protein At5g39865	
FAGR_UCONN_00389	75	POE92679.1putative ac9 transposase	GO:0003677;GO:0046983
FAGR_UCONN_00390	652	XP_050264293.1uncharacterized protein LOC126708552	GO:0006508
FAGR_UCONN_00391	91	EOY24683.1Uncharacterized protein TCM_016223	
FAGR_UCONN_00392	171	KAF3967681.1hypothetical protein CMV_008335	GO:0009733
FAGR_UCONN_00393	157	XP_041003738.1oleosin 5-like	GO:0010344;GO:0019915;GO:0050826;GO:0012511;GO:0016020
FAGR_UCONN_00394	219	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_00395	935	RVW97193.1Transposon Tf2-12 polyprotein	GO:0006807;GO:0009987;GO:0043170;GO:0044238;GO:0016740
FAGR_UCONN_00396	157	XP_023911989.1uncharacterized protein LOC112023614	
FAGR_UCONN_00397	288	XP_041006515.1fasciclin-like arabinogalactan protein 13	GO:0009834;GO:0005886
FAGR_UCONN_00398	1128	XP_050243993.1receptor-like protein 33 isoform X1	
FAGR_UCONN_00399	543	XP_030963646.1uncharacterized protein LOC115984779	
FAGR_UCONN_00400	122	RVX07765.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00401	176	XP_050291544.1STS14 protein	GO:0005615
FAGR_UCONN_00402	190	XP_023924270.1LOB domain-containing protein 25	
FAGR_UCONN_00403	205	"PNX89745.1gag/pol polyprotein, partial"	GO:0006278;GO:0003676;GO:0003964;GO:0004523;GO:0008445;GO:0046872;GO:0016020
FAGR_UCONN_00404	422	XP_023898747.1F-box protein At5g03970	
FAGR_UCONN_00405	134	"GAV88942.1UBN2 domain-containing protein, partial"	GO:0005488
FAGR_UCONN_00406	223	RVW82856.1hypothetical protein CK203_051154	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00407	658	KAF3961450.1hypothetical protein CMV_013929	GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_00408	379	XP_050278472.1uncharacterized protein LOC126720038	GO:0046872
FAGR_UCONN_00409	504	KAG5524050.1hypothetical protein RHGRI_030902	GO:0006865;GO:0015074;GO:0003676;GO:0008270;GO:0016020
FAGR_UCONN_00410	144	XP_050264802.1uncharacterized protein LOC126708865	GO:0016567;GO:0008270;GO:0061630;GO:0005737
FAGR_UCONN_00411	216	"GAV67225.1zf-CCHC domain-containing protein/rve domain-containing protein/RVT_2 domain-containing protein/gag_pre-integrs domain-containing protein/UBN2_2 domain-containing protein, partial"	GO:0006259;GO:0016310;GO:0019538;GO:0003676;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_00412	454	KAF3963671.1hypothetical protein CMV_011964	GO:0035251
FAGR_UCONN_00413	323	"XP_042983356.1uncharacterized protein LOC122312767, partial"	
FAGR_UCONN_00414	524	XP_050264600.1protein SLOW WALKER 1-like	GO:0006364;GO:0045943;GO:0005730
FAGR_UCONN_00415	373	XP_050274130.1receptor-like protein 33	
FAGR_UCONN_00416	376	XP_030972197.1acyl-CoA--sterol O-acyltransferase 1-like	GO:0006629;GO:0008374;GO:0016020
FAGR_UCONN_00417	132	GAV78789.1DUF4219 domain-containing protein/UBN2 domain-containing protein	GO:0005488
FAGR_UCONN_00418	188	KAF3961311.1hypothetical protein CMV_014064	GO:0006355;GO:0003677
FAGR_UCONN_00419	342	XP_030967791.1spermidine hydroxycinnamoyl transferase-like	GO:0016747
FAGR_UCONN_00420	482	KAF3950399.1hypothetical protein CMV_023847	GO:0008194
FAGR_UCONN_00421	365	KAI5322544.1hypothetical protein L3X38_031616	GO:0006355;GO:0008270;GO:0046872;GO:0005634
FAGR_UCONN_00422	137	XP_023900820.1uncharacterized protein LOC112012668	
FAGR_UCONN_00423	309	CAH9140555.1unnamed protein product	
FAGR_UCONN_00424	424	XP_023923916.1vinorine synthase-like	GO:0009836
FAGR_UCONN_00425	123	KAG2705537.1hypothetical protein I3760_05G059100	GO:0003677;GO:0005634;GO:0009512;GO:0016020
FAGR_UCONN_00426	148	XP_023876251.1histone H2B	GO:0003677;GO:0030527;GO:0046982;GO:0000786;GO:0005634
FAGR_UCONN_00427	261	KAB1210217.1Transcription factor TGA6	GO:0006351;GO:0043565
FAGR_UCONN_00428	152	XP_018859135.118.1 kDa class I heat shock protein-like	GO:0006457;GO:0009408;GO:0009651;GO:0042542;GO:0051259;GO:0043621;GO:0051082;GO:0005737
FAGR_UCONN_00429	481	KAF3959241.1hypothetical protein CMV_015928	GO:0035251
FAGR_UCONN_00430	306	KAF5466512.1hypothetical protein F2P56_016430	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00431	720	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_00432	230	KAF3960427.1hypothetical protein CMV_014853	GO:0009451;GO:0003723
FAGR_UCONN_00433	447	KAI9170182.1hypothetical protein LWI28_023934	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00434	245	XP_040991301.1uncharacterized protein LOC121238485	
FAGR_UCONN_00435	446	XP_030947171.1probable eukaryotic translation initiation factor 5-1	GO:0001731;GO:0001732;GO:0003743;GO:0005092;GO:0005525;GO:0071074;GO:0005829;GO:0016020
FAGR_UCONN_00436	343	XP_028954768.1uncharacterized protein LOC114823460	GO:0005488;GO:0016779
FAGR_UCONN_00437	1327	KAA8517060.1hypothetical protein F0562_017122	GO:0097159
FAGR_UCONN_00438	901	XP_050270498.1receptor-like protein kinase FERONIA	GO:0016310;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_00439	978	KAF3949564.1hypothetical protein CMV_024577	GO:0006623;GO:0006896;GO:0005794;GO:0010008;GO:0030123
FAGR_UCONN_00440	385	KAH7569033.1hypothetical protein JRO89_XS06G0091500	
FAGR_UCONN_00441	278	XP_050249027.1uncharacterized protein LOC126696308	
FAGR_UCONN_00442	323	"XP_042983356.1uncharacterized protein LOC122312767, partial"	
FAGR_UCONN_00443	177	KAB1210566.1Pectinesterase inhibitor	GO:0004857
FAGR_UCONN_00444	138	XP_023919525.1RNA polymerase II C-terminal domain phosphatase-like 4	GO:0004722
FAGR_UCONN_00445	261	KAF3944566.1hypothetical protein CMV_028976	GO:0009631;GO:0009826;GO:0032508;GO:0003729;GO:0008270;GO:0005634;GO:0005737
FAGR_UCONN_00446	337	XP_030930678.1probable transcription factor At1g61730	GO:0006355
FAGR_UCONN_00447	365	"XP_041012965.1uncharacterized protein LOC121256286, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_00448	181	XP_050292547.1cell wall / vacuolar inhibitor of fructosidase 2	GO:0004857
FAGR_UCONN_00449	720	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_00450	168	XP_022931810.1uncharacterized protein LOC111438099	GO:0003676;GO:0008270;GO:0016020
FAGR_UCONN_00451	607	XP_030931361.1disease resistance protein At4g27190-like	GO:0006952;GO:0016887;GO:0043531
FAGR_UCONN_00452	109	POE61261.1auxin-responsive protein saur50	GO:0009733
FAGR_UCONN_00453	513	"XP_042974855.1uncharacterized protein LOC122306491, partial"	GO:0015074;GO:0003676
FAGR_UCONN_00454	171	XP_023879178.1BON1-associated protein 2-like	GO:0006952
FAGR_UCONN_00455	231	POE94794.1hypothetical protein CFP56_74005	GO:0003676;GO:0008270
FAGR_UCONN_00456	167	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_00457	167	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_00458	179	KAB1216571.1Cell wall / vacuolar inhibitor of fructosidase 2	GO:0004857;GO:0046910;GO:0016020
